id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	37	10	27	37	0	0
2	0	161	161	167	6	0	6	0	0
5	0	354	354	445	36	32	91	23	0
6	0	438	445	452	7	0	14	7	7
7	0	528	528	530	2	0	2	0	0
8	0	530	530	574	4	13	44	27	0
9	0	641	660	731	34	37	90	19	19
3	2	178	178	737	221	292	559	46	0
4	0	345	345	748	96	228	403	79	0
10	0	1039	1039	1046	7	0	7	0	0
11	0	1062	1062	1265	79	124	203	0	0
13	0	1864	1864	1876	12	0	12	0	0
14	0	1985	1985	2102	47	49	117	21	0
15	1	1988	1988	2113	46	54	125	25	0
12	0	1378	1378	2131	140	578	753	35	0
16	0	2449	2449	2461	7	5	12	0	0
18	0	2539	2539	2598	25	34	59	0	0
17	0	2487	2487	2612	20	105	125	0	0
19	0	2628	2628	2644	6	10	16	0	0
20	0	2663	2663	2748	43	42	85	0	0
21	0	2761	2761	2783	12	10	22	0	0
22	0	2864	2864	2865	1	0	1	0	0
23	0	2913	2913	2918	5	0	5	0	0
24	0	3009	3009	3011	2	0	2	0	0
25	0	3108	3108	3160	39	13	52	0	0
26	0	3351	3351	3375	18	6	24	0	0
27	0	3447	3447	3470	23	0	23	0	0
28	0	3558	3558	3640	40	42	82	0	0
29	0	3644	3644	3671	11	16	27	0	0
30	0	3742	3742	3959	91	126	217	0	0
31	0	3928	3928	4011	29	54	83	0	0
33	0	4367	4368	4481	28	60	114	26	1
32	0	4271	4271	4546	92	161	275	22	0
36	0	4676	4676	4783	61	24	107	22	0
34	1	4394	4398	4823	98	288	429	43	4
37	0	4732	4732	4833	28	47	101	26	0
35	0	4602	4614	4940	95	203	338	40	12
38	0	4866	4866	5036	22	147	170	1	0
40	0	5041	5041	5153	27	77	112	8	0
39	1	4949	4949	5163	98	93	214	23	0
42	0	5428	5434	5459	21	4	31	6	6
41	0	5413	5413	5512	41	52	99	6	0
44	0	5541	5541	5634	25	60	93	8	0
45	0	5631	5634	5646	10	2	15	3	3
43	0	5454	5459	5690	83	148	236	5	5
46	0	5682	5690	5831	24	115	149	10	8
47	0	5752	5752	5850	18	79	98	1	0
48	0	5865	5865	5884	19	0	19	0	0
49	0	5947	5947	6027	33	32	80	15	0
50	0	5974	5985	6068	42	40	94	12	11
0	0	0	0	6068	4084	0	6068	1984	0
