id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	532	185	196	532	151	0
3	0	360	360	690	94	124	330	112	0
2	0	136	136	1213	345	338	1077	394	0
6	0	463	774	1488	161	251	1025	613	311
4	0	363	369	1587	276	383	1224	565	6
17	0	1551	1556	1850	51	101	299	147	5
8	0	685	734	2326	296	449	1641	896	49
12	0	1254	1274	2442	77	203	1188	908	20
21	0	2046	2577	2644	56	8	598	534	531
15	0	1486	1488	2883	194	523	1397	680	2
13	0	1280	1368	3628	148	557	2348	1643	88
35	0	3985	4009	4017	8	0	32	24	24
28	0	3501	3520	4027	60	111	526	355	19
36	0	4023	4027	4068	7	20	45	18	4
39	0	4183	4203	4767	73	66	584	445	20
43	0	5166	5210	5850	147	236	684	301	44
44	0	5236	5255	5876	71	29	640	540	19
37	0	4138	4162	6126	348	575	1988	1065	24
18	0	1631	1658	6203	263	371	4572	3938	27
27	0	3493	3677	6311	86	15	2818	2717	184
29	0	3503	3528	6527	310	567	3024	2147	25
48	0	5698	5784	6899	209	391	1201	601	86
41	0	4295	4301	6921	101	138	2626	2387	6
47	0	5497	6709	7072	106	126	1575	1343	1212
42	0	4346	4391	7324	138	79	2978	2761	45
30	0	3719	3759	7939	271	388	4220	3561	40
32	0	3904	3910	8688	448	578	4784	3758	6
50	0	6142	6183	8965	433	412	2823	1978	41
11	0	1043	1064	9506	260	285	8463	7918	21
0	0	0	0	10004	9756	0	10004	248	0
