id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	1	0	0	21	21	0	21	0	0
2	0	214	214	260	15	31	46	0	0
3	0	291	291	389	11	71	98	16	0
5	0	361	370	444	36	7	83	40	9
4	1	353	353	646	86	170	293	37	0
7	1	978	978	1020	22	0	42	20	0
8	1	982	998	1057	37	14	75	24	16
6	3	637	646	1141	152	295	504	57	9
9	1	1084	1084	1217	65	68	133	0	0
10	0	1173	1179	1241	19	43	68	6	6
13	0	1807	1826	1911	25	53	104	26	19
12	3	1748	1748	1936	75	18	188	95	0
11	3	1713	1713	2139	152	186	426	88	0
14	2	1857	1860	2187	88	188	330	54	3
16	0	2247	2247	2248	1	0	1	0	0
15	1	2211	2211	2443	68	164	232	0	0
17	0	2453	2453	2478	19	6	25	0	0
18	0	2812	2812	2911	30	69	99	0	0
19	0	3823	3823	3851	14	14	28	0	0
21	0	4016	4016	4043	20	7	27	0	0
20	1	3995	3995	4290	94	188	295	13	0
23	0	4294	4294	4300	6	0	6	0	0
22	0	4123	4123	4329	60	130	206	16	0
24	0	4519	4519	4685	53	105	166	8	0
25	0	4573	4573	4798	60	139	225	26	0
26	1	4629	4644	4858	57	117	229	55	15
27	0	4955	4955	4997	26	16	42	0	0
29	0	5423	5423	5424	1	0	1	0	0
30	0	5450	5450	5479	13	16	29	0	0
28	1	5241	5241	5497	71	184	256	1	0
32	0	5761	5761	5762	1	0	1	0	0
31	0	5680	5680	5864	70	114	184	0	0
34	0	5842	5842	5938	33	22	96	41	0
33	1	5779	5779	5958	74	56	179	49	0
36	0	6039	6040	6042	2	0	3	1	1
35	1	5865	5888	6055	63	89	190	38	23
37	1	6802	6802	6883	46	35	81	0	0
38	0	6940	6940	7000	8	52	60	0	0
39	0	7347	7347	7368	6	15	21	0	0
41	0	7496	7509	7574	14	51	78	13	13
40	2	7474	7474	7602	78	47	128	3	0
42	1	7860	7860	7901	27	14	41	0	0
43	1	8004	8004	8199	81	66	195	48	0
44	3	8008	8024	8297	133	109	289	47	16
45	0	8674	8674	8778	24	80	104	0	0
46	0	8877	8877	8900	19	4	23	0	0
47	0	8927	8927	8929	2	0	2	0	0
48	1	9368	9368	9437	34	26	69	9	0
49	0	9412	9412	9441	24	1	29	4	0
50	0	9604	9604	9645	22	19	41	0	0
0	0	0	0	9645	7487	0	9645	2158	0
