id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	4	0	0	21	21	0	21	0	0
2	2	214	214	260	15	31	46	0	0
3	1	291	291	382	11	71	91	9	0
5	5	361	363	424	36	7	63	20	2
4	13	353	353	647	86	170	294	38	0
7	4	978	978	1020	22	0	42	20	0
8	6	982	983	1052	37	14	70	19	1
6	25	637	641	1141	152	295	504	57	4
9	9	1084	1084	1229	65	68	145	12	0
10	2	1173	1173	1238	19	43	65	3	0
13	3	1807	1810	1898	25	53	91	13	3
12	13	1748	1748	1957	75	18	209	116	0
11	24	1713	1713	2145	152	186	432	94	0
14	14	1857	1859	2160	88	188	303	27	2
16	0	2247	2247	2248	1	0	1	0	0
15	10	2211	2211	2443	68	164	232	0	0
17	2	2453	2453	2478	19	6	25	0	0
18	4	2812	2812	2911	30	69	99	0	0
19	2	3823	3823	3851	14	14	28	0	0
21	3	4016	4016	4043	20	7	27	0	0
20	12	3995	3995	4290	94	188	295	13	0
23	1	4294	4294	4300	6	0	6	0	0
22	8	4123	4123	4321	60	130	198	8	0
24	8	4519	4519	4734	53	105	215	57	0
25	7	4573	4573	4792	60	139	219	20	0
26	7	4629	4631	4826	57	117	197	23	2
27	3	4955	4955	4997	26	16	42	0	0
29	0	5423	5423	5424	1	0	1	0	0
30	1	5450	5450	5479	13	16	29	0	0
28	10	5241	5241	5497	71	184	256	1	0
32	0	5761	5761	5762	1	0	1	0	0
34	5	5842	5842	5911	33	22	69	14	0
31	10	5680	5680	5918	70	114	238	54	0
33	12	5779	5779	5967	74	56	188	58	0
35	9	5865	5870	6033	63	89	168	16	5
36	0	6039	6039	6041	2	0	2	0	0
37	7	6802	6802	6883	46	35	81	0	0
38	1	6940	6940	7000	8	52	60	0	0
39	0	7347	7347	7368	6	15	21	0	0
41	0	7496	7499	7564	14	51	68	3	3
40	12	7474	7474	7603	78	47	129	4	0
42	5	7860	7860	7901	27	14	41	0	0
43	13	8004	8004	8202	81	66	198	51	0
44	21	8008	8009	8310	133	109	302	60	1
45	2	8674	8674	8778	24	80	104	0	0
46	3	8877	8877	8900	19	4	23	0	0
47	0	8927	8927	8929	2	0	2	0	0
48	5	9368	9368	9437	34	26	69	9	0
49	3	9412	9412	9441	24	1	29	4	0
50	3	9604	9604	9645	22	19	41	0	0
0	0	0	0	9645	7487	0	9645	2158	0
