id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	21	21	0	21	0	0
2	0	214	214	260	15	31	46	0	0
3	0	291	291	389	11	71	98	16	0
5	0	361	363	443	36	7	82	39	2
4	0	353	353	651	86	170	298	42	0
7	0	978	978	1035	22	0	57	35	0
8	0	982	983	1075	37	14	93	42	1
6	0	637	640	1136	152	295	499	52	3
9	0	1084	1084	1238	65	68	154	21	0
10	0	1173	1173	1245	19	43	72	10	0
12	0	1748	1748	1886	75	18	138	45	0
13	0	1807	1815	1921	25	53	114	36	8
11	0	1713	1713	2133	152	186	420	82	0
14	0	1857	1864	2200	88	188	343	67	7
16	0	2247	2247	2248	1	0	1	0	0
15	0	2211	2211	2443	68	164	232	0	0
17	0	2453	2453	2478	19	6	25	0	0
18	0	2812	2812	2911	30	69	99	0	0
19	0	3823	3823	3851	14	14	28	0	0
21	0	4016	4016	4043	20	7	27	0	0
20	0	3995	3995	4290	94	188	295	13	0
23	0	4294	4294	4300	6	0	6	0	0
22	0	4123	4123	4324	60	130	201	11	0
24	0	4519	4519	4705	53	105	186	28	0
25	0	4573	4573	4804	60	139	231	32	0
26	0	4629	4631	4838	57	117	209	35	2
27	0	4955	4955	4997	26	16	42	0	0
29	0	5423	5423	5424	1	0	1	0	0
30	0	5450	5450	5479	13	16	29	0	0
28	0	5241	5241	5497	71	184	256	1	0
32	0	5761	5761	5762	1	0	1	0	0
31	0	5680	5680	5869	70	114	189	5	0
34	0	5842	5842	5938	33	22	96	41	0
33	0	5779	5779	5963	74	56	184	54	0
36	0	6039	6040	6042	2	0	3	1	1
35	0	5865	5874	6055	63	89	190	38	9
37	0	6802	6802	6883	46	35	81	0	0
38	0	6940	6940	7000	8	52	60	0	0
39	0	7347	7347	7368	6	15	21	0	0
41	0	7496	7499	7564	14	51	68	3	3
40	0	7474	7474	7603	78	47	129	4	0
42	0	7860	7860	7901	27	14	41	0	0
43	0	8004	8004	8212	81	66	208	61	0
44	0	8008	8009	8310	133	109	302	60	1
45	0	8674	8674	8778	24	80	104	0	0
46	0	8877	8877	8900	19	4	23	0	0
47	0	8927	8927	8929	2	0	2	0	0
48	0	9368	9368	9432	34	26	64	4	0
49	0	9412	9412	9442	24	1	30	5	0
50	0	9604	9604	9645	22	19	41	0	0
0	0	0	0	9645	7487	0	9645	2158	0
