id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	174	110	64	174	0	0
2	0	257	257	362	96	9	105	0	0
3	0	479	479	482	3	0	3	0	0
4	0	547	547	672	20	52	125	53	0
5	0	548	555	705	61	71	157	25	7
6	0	587	588	729	79	30	142	33	1
7	0	687	705	828	71	52	141	18	18
8	0	1030	1030	1054	24	0	24	0	0
9	0	1152	1152	1242	45	45	90	0	0
11	0	1539	1539	1542	3	0	3	0	0
10	0	1441	1441	1703	104	158	262	0	0
12	0	1676	1703	1850	94	53	174	27	27
15	0	2033	2033	2180	66	33	147	48	0
14	0	1880	1880	2207	150	88	327	89	0
16	0	2056	2074	2279	85	51	223	87	18
13	0	1857	1857	2393	83	75	536	378	0
20	0	2329	2331	2413	29	27	84	28	2
22	0	2496	2498	2558	26	12	62	24	2
19	0	2241	2263	2598	124	120	357	113	22
24	0	2636	2637	2689	27	8	53	18	1
21	0	2363	2513	2701	56	98	338	184	150
26	0	2674	2701	2757	25	6	83	52	27
25	0	2663	2670	2776	45	20	113	48	7
23	0	2579	2599	2823	98	37	244	109	20
27	0	2721	2757	2830	15	17	109	77	36
18	0	2207	2208	2878	72	8	671	591	1
17	0	2195	2207	2980	156	168	785	461	12
29	0	2896	2932	2987	21	34	91	36	36
30	0	3095	3102	3176	65	2	81	14	7
28	0	2889	2926	3240	56	252	351	43	37
31	0	3165	3176	3262	37	49	97	11	11
32	0	3622	3622	3638	10	6	16	0	0
33	0	3635	3638	3715	43	34	80	3	3
34	0	3801	3801	3822	21	0	21	0	0
36	0	3963	3963	3964	1	0	1	0	0
35	0	3942	3942	4022	39	41	80	0	0
37	0	4554	4554	4742	71	92	188	25	0
39	0	4803	4803	4808	5	0	5	0	0
38	0	4711	4711	4959	90	121	248	37	0
42	0	5186	5226	5378	75	44	192	73	40
41	0	5037	5049	5457	210	70	420	140	12
43	0	5370	5414	5501	29	11	131	91	44
45	0	5644	5684	5690	6	0	46	40	40
46	0	5651	5690	5698	8	0	47	39	39
47	0	5738	5750	5754	4	0	16	12	12
40	0	4852	4852	5761	422	265	909	222	0
44	0	5583	5698	6060	252	106	477	119	115
50	0	6224	6238	6265	5	22	41	14	14
48	0	6100	6100	6335	123	112	235	0	0
49	0	6101	6116	6384	89	122	283	72	15
0	0	0	0	6384	2935	0	6384	3449	0
