id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	57	48	9	57	0	0
3	0	398	400	612	123	28	214	63	2
2	0	297	297	974	344	205	677	128	0
4	0	773	773	1226	210	79	453	164	0
6	0	1087	1092	1250	36	32	163	95	5
5	0	1043	1043	1365	138	22	322	162	0
7	0	1138	1143	1660	185	176	522	161	5
9	0	1622	1622	1786	81	3	164	80	0
10	0	1702	1706	1814	44	11	112	57	4
12	0	2034	2034	2104	24	6	70	40	0
8	0	1435	1435	2641	392	168	1206	646	0
13	0	2134	2139	3162	157	60	1028	811	5
17	0	2369	2394	3509	111	91	1140	938	25
22	0	3005	3045	3541	46	0	536	490	40
15	0	2220	2226	3666	158	69	1446	1219	6
14	0	2150	2161	3863	194	84	1713	1435	11
30	0	3906	3968	4046	7	0	140	133	62
19	0	2655	2684	4159	126	39	1504	1339	29
33	0	3957	4028	4183	14	0	226	212	71
28	0	3748	3792	4422	43	39	674	592	44
23	0	3107	3151	4449	109	14	1342	1219	44
29	0	3844	3890	4471	38	35	627	554	46
21	0	2892	2932	4851	138	75	1959	1746	40
25	0	3193	3245	4888	117	92	1695	1486	52
47	0	5088	5184	5283	10	0	195	185	96
24	0	3150	3198	5470	138	96	2320	2086	48
20	0	2770	2802	5475	179	108	2705	2418	32
43	0	4737	4821	5701	47	0	964	917	84
37	0	4463	4526	6013	76	34	1550	1440	63
36	0	4438	4496	6316	101	0	1878	1777	58
42	0	4734	4816	6465	87	7	1731	1637	82
49	0	5738	5829	6782	50	14	1044	980	91
41	0	4675	4752	7207	121	54	2532	2357	77
32	0	3948	4013	7247	172	65	3299	3062	65
39	0	4588	4661	7560	153	41	2972	2778	73
11	0	1833	1837	7602	504	243	5769	5022	4
34	0	3978	4046	7696	208	58	3718	3452	68
38	0	4569	4626	7843	170	73	3274	3031	57
35	0	4361	4422	7858	195	85	3497	3217	61
46	0	5000	5098	7925	154	21	2925	2750	98
45	0	4837	4932	8139	178	36	3302	3088	95
16	0	2301	2316	8378	412	282	6077	5383	15
48	0	5639	5731	8627	222	30	2988	2736	92
40	0	4599	4672	8658	250	241	4059	3568	73
26	0	3225	3282	8715	365	155	5490	4970	57
31	0	3942	4007	8752	317	161	4810	4332	65
18	0	2389	2415	8781	449	328	6392	5615	26
27	0	3433	3497	8947	438	104	5514	4972	64
50	0	6018	6101	9516	525	214	3498	2759	83
0	0	0	0	10003	680	0	10003	9323	0
