id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
8	0	405	405	1179	68	577	774	129	0
9	0	457	457	1256	50	714	799	35	0
7	0	350	355	1597	152	769	1247	326	5
10	0	907	911	1834	38	702	927	187	4
13	0	1289	1290	1883	31	441	594	122	1
24	0	2705	2751	2890	12	21	185	152	46
2	0	39	39	3281	268	2212	3242	762	0
11	0	969	969	3324	202	1329	2355	824	0
6	0	312	316	3654	176	1942	3342	1224	4
4	0	208	208	3980	237	2366	3772	1169	0
22	0	2591	2625	4359	81	531	1768	1156	34
23	0	2645	2688	4434	66	741	1789	982	43
15	0	1319	1334	4520	180	1598	3201	1423	15
27	0	2903	2957	4564	87	283	1661	1291	54
5	0	257	257	4833	203	2969	4576	1404	0
29	0	3002	3045	5122	99	429	2120	1592	43
33	0	3705	3783	5408	57	508	1703	1138	78
1	0	0	0	6010	306	3081	6010	2623	0
16	0	1342	1354	6060	204	2559	4718	1955	12
37	0	4096	4188	6104	81	240	2008	1687	92
34	0	3859	3941	6148	98	400	2289	1791	82
20	0	1675	1681	6438	115	3156	4763	1492	6
36	0	4022	4112	7108	109	806	3086	2171	90
14	0	1306	1320	7739	302	1654	6433	4477	14
31	0	3378	3426	8235	255	275	4857	4327	48
30	0	3077	3144	8443	194	1562	5366	3610	67
18	0	1386	1402	8516	316	2519	7130	4295	16
17	0	1378	1392	8528	244	3680	7150	3226	14
12	0	1075	1086	8934	314	2929	7859	4616	11
3	0	119	119	8983	403	4627	8864	3834	0
26	0	2878	2936	9036	222	2141	6158	3795	58
50	0	5661	5761	9253	132	1187	3592	2273	100
45	0	4625	4717	9273	194	1262	4648	3192	92
25	0	2759	2808	9290	221	2519	6531	3791	49
35	0	3887	3969	9392	177	1962	5505	3366	82
39	0	4214	4287	9508	232	1543	5294	3519	73
21	0	2360	2369	9668	274	3063	7308	3971	9
28	0	2938	2989	9712	240	2577	6774	3957	51
47	0	5275	5362	9752	182	1406	4477	2889	87
44	0	4536	4637	9984	232	2507	5448	2709	101
0	0	0	0	10004	615	0	10004	9389	0
