id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	3	0	0	61	22	39	61	0	0
2	5	698	698	726	28	0	28	0	0
3	2	868	868	883	15	0	15	0	0
4	8	899	899	967	44	24	68	0	0
5	1	1072	1072	1082	10	0	10	0	0
7	3	1242	1242	1324	19	63	82	0	0
8	0	1407	1407	1409	2	0	2	0	0
9	4	1434	1434	1515	37	43	81	1	0
6	7	1155	1155	1545	62	300	390	28	0
11	0	1791	1791	1796	5	0	5	0	0
10	12	1650	1650	2132	110	288	482	84	0
13	2	1976	1976	2194	23	149	218	46	0
17	3	2142	2145	2214	20	1	72	51	3
14	5	2003	2003	2228	37	137	225	51	0
16	9	2128	2129	2281	57	31	153	65	1
15	11	2120	2124	2294	65	13	174	96	4
12	19	1900	1900	2309	117	77	409	215	0
18	1	2372	2372	2378	6	0	6	0	0
19	9	3063	3063	3179	60	56	116	0	0
20	1	3208	3208	3254	12	34	46	0	0
21	3	3278	3278	3345	22	45	67	0	0
23	1	3618	3618	3658	9	31	40	0	0
22	5	3577	3577	3705	32	89	128	7	0
24	2	4307	4307	4350	18	25	43	0	0
25	9	4602	4602	4714	55	57	112	0	0
26	4	4906	4906	4969	25	38	63	0	0
27	0	5088	5088	5093	5	0	5	0	0
28	9	5111	5111	5272	63	98	161	0	0
29	6	5233	5233	5315	36	46	82	0	0
30	10	5242	5242	5501	67	191	259	1	0
31	0	6405	6405	6429	14	10	24	0	0
32	5	6546	6546	6651	34	63	105	8	0
33	6	6580	6580	6701	49	61	121	11	0
35	1	6942	6942	7012	13	52	70	5	0
38	9	7230	7231	7312	50	16	82	16	1
37	11	7119	7119	7314	76	67	195	52	0
36	12	7055	7055	7329	78	87	274	109	0
42	3	7431	7433	7498	21	31	67	15	2
39	10	7272	7272	7501	67	90	229	72	0
34	27	6808	6808	7504	167	288	696	241	0
44	0	7512	7514	7516	2	0	4	2	2
41	6	7421	7422	7534	39	44	113	30	1
43	2	7433	7438	7662	33	166	229	30	5
45	2	7648	7649	7679	13	16	31	2	1
40	21	7359	7362	7692	125	112	333	96	3
46	8	7649	7650	7729	43	22	80	15	1
47	6	7790	7790	7914	47	77	124	0	0
48	1	7899	7899	7930	11	20	31	0	0
49	2	8010	8010	8062	21	31	52	0	0
50	18	8179	8179	8413	109	125	234	0	0
0	0	0	0	8413	6318	0	8413	2095	0
