id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
8	0	405	421	738	68	147	333	118	16
9	0	457	474	786	50	180	329	99	17
7	0	350	382	1043	152	196	693	345	32
2	0	39	39	1194	268	558	1155	329	0
10	0	907	914	1220	38	177	313	98	7
6	0	312	319	1266	176	491	954	287	7
4	0	208	216	1476	237	597	1268	434	8
13	0	1289	1340	1495	31	111	206	64	51
5	0	257	276	2299	203	747	2042	1092	19
1	0	0	0	2517	306	778	2517	1433	0
24	0	2705	2776	2804	12	6	99	81	71
20	0	1675	1686	2841	115	793	1166	258	11
23	0	2645	2646	3061	66	187	416	163	1
29	0	3002	3008	3294	99	109	292	84	6
22	0	2591	2606	3687	81	135	1096	880	15
33	0	3705	3752	3977	57	128	272	87	47
19	0	1458	1497	4203	448	955	2745	1342	39
30	0	3077	3090	4207	194	396	1130	540	13
3	0	119	174	4487	403	1163	4368	2802	55
36	0	4022	4047	4571	109	204	549	236	25
28	0	2938	2956	5083	240	648	2145	1257	18
35	0	3887	3917	5109	177	494	1222	551	30
40	0	4234	4246	6330	372	608	2096	1116	12
17	0	1378	1405	6679	244	924	5301	4133	27
44	0	4536	4641	6869	232	630	2333	1471	105
47	0	5275	5287	6975	182	353	1700	1165	12
48	0	5444	5488	7113	228	449	1669	992	44
45	0	4625	6447	7366	194	317	2741	2230	1822
46	0	5126	5136	7468	176	536	2342	1630	10
27	0	2903	2905	7666	87	71	4763	4605	2
50	0	5661	5662	7691	132	299	2030	1599	1
25	0	2759	2789	7698	221	633	4939	4085	30
34	0	3859	3887	7875	98	100	4016	3818	28
39	0	4214	4921	7947	232	388	3733	3113	707
26	0	2878	2880	8126	222	539	5248	4487	2
37	0	4096	4102	8195	81	61	4099	3957	6
42	0	4442	4454	8615	575	1592	4173	2006	12
18	0	1386	1395	8883	316	637	7497	6544	9
15	0	1319	1321	9032	180	401	7713	7132	2
12	0	1075	1113	9203	314	740	8128	7074	38
31	0	3378	3380	9797	255	70	6419	6094	2
0	0	0	0	10035	9829	0	10035	206	0
