id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	9	0	0	57	48	9	57	0	0
3	20	398	400	566	123	28	168	17	2
6	5	1087	1088	1181	36	32	94	26	1
5	25	1043	1043	1374	138	22	331	171	0
4	36	773	777	1378	210	79	605	316	4
2	57	297	297	1390	344	205	1093	544	0
7	29	1138	1139	1549	185	176	411	50	1
9	15	1622	1622	1712	81	3	90	6	0
10	6	1702	1703	1766	44	11	64	9	1
12	4	2034	2034	2065	24	6	31	1	0
22	9	3005	3008	3054	46	0	49	3	3
17	18	2369	2371	3690	111	91	1321	1119	2
28	6	3748	3749	3838	43	39	90	8	1
23	20	3107	3108	3898	109	14	791	668	1
30	1	3906	3908	3915	7	0	9	2	2
29	6	3844	3848	3927	38	35	83	10	4
25	20	3193	3196	3934	117	92	741	532	3
33	2	3957	3957	4001	14	0	44	30	0
43	9	4737	4741	5059	47	0	322	275	4
47	1	5088	5088	5098	10	0	10	0	0
37	12	4463	4463	5213	76	34	750	640	0
42	16	4734	4736	5454	87	7	720	626	2
36	20	4438	4438	5622	101	0	1184	1083	0
41	20	4675	4680	5635	121	54	960	785	5
49	9	5738	5740	5809	50	14	71	7	2
19	22	2655	2659	6093	126	39	3438	3273	4
21	24	2892	2892	6348	138	75	3456	3243	0
24	24	3150	3150	6399	138	96	3249	3015	0
39	24	4588	4592	6417	153	41	1829	1635	4
38	26	4569	4571	6604	170	73	2035	1792	2
15	26	2220	2221	6656	158	69	4436	4209	1
13	27	2134	2137	6662	157	60	4528	4311	3
46	27	5000	5000	6726	154	21	1726	1551	0
32	30	3948	3952	6949	172	65	3001	2764	4
20	30	2770	2772	6993	179	108	4223	3936	2
45	31	4837	4838	7069	178	36	2232	2018	1
14	34	2150	2152	7248	194	84	5098	4820	2
35	34	4361	4365	7261	195	85	2900	2620	4
34	36	3978	3982	7419	208	58	3441	3175	4
48	38	5639	5640	7503	222	30	1864	1612	1
40	38	4599	4602	7534	250	241	2935	2444	3
31	58	3942	3946	8427	317	161	4485	4007	4
26	60	3225	3226	8543	365	155	5318	4798	1
8	71	1435	1435	8949	392	168	7514	6954	0
16	73	2301	2301	9007	412	282	6706	6012	0
18	74	2389	2391	9066	449	328	6677	5900	2
27	79	3433	3434	9178	438	104	5745	5203	1
11	89	1833	1835	9337	504	243	7504	6757	2
50	92	6018	6018	9416	525	214	3398	2659	0
0	0	0	0	10003	643	0	10003	9360	0
