id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	172	113	20	172	39	0
3	0	109	112	235	43	23	126	60	3
2	0	64	65	345	106	74	281	101	1
5	0	320	320	374	24	0	54	30	0
6	0	329	330	419	35	5	90	50	1
8	0	448	448	497	39	0	49	10	0
7	0	403	406	549	42	58	146	46	3
4	0	236	240	751	230	142	515	143	4
9	0	672	674	793	76	10	121	35	2
11	0	950	950	970	15	0	20	5	0
10	0	857	857	991	106	19	134	9	0
12	0	995	995	1094	90	9	99	0	0
13	0	1490	1490	1725	162	33	235	40	0
14	0	1651	1653	1806	67	6	155	82	2
15	0	1694	1703	1876	95	28	182	59	9
16	0	1744	1752	1947	82	87	203	34	8
17	0	1950	1950	2043	39	54	93	0	0
19	0	2167	2167	2327	97	23	160	40	0
18	0	2104	2104	2424	152	127	320	41	0
20	0	2741	2741	2811	59	11	70	0	0
21	0	2960	2960	3202	192	34	242	16	0
23	0	3248	3248	3369	45	0	121	76	0
25	0	3275	3288	3391	32	0	116	84	13
24	0	3257	3258	3493	70	55	236	111	1
22	0	3155	3155	3502	153	84	347	110	0
26	0	3524	3524	3654	84	46	130	0	0
28	0	3886	3886	4008	57	10	122	55	0
30	0	4057	4063	4304	87	1	247	159	6
29	0	3995	4000	4354	143	25	359	191	5
27	0	3856	3856	4469	298	82	613	233	0
31	0	4649	4649	4656	7	0	7	0	0
32	0	4661	4661	4708	37	0	47	10	0
34	0	4727	4728	4908	50	18	181	113	1
36	0	4778	4788	5097	65	76	319	178	10
33	0	4687	4691	5213	172	15	526	339	4
38	0	5116	5127	5353	53	43	237	141	11
37	0	4884	4901	5408	132	58	524	334	17
40	0	5474	5478	5792	113	0	318	205	4
39	0	5237	5244	5831	204	46	594	344	7
42	0	5948	5950	6106	68	35	158	55	2
35	0	4744	4753	6166	468	250	1422	704	9
41	0	5659	5671	6224	115	325	565	125	12
43	0	6565	6565	6577	11	1	12	0	0
44	0	6719	6719	6768	32	17	49	0	0
45	0	6813	6813	6817	4	0	4	0	0
46	0	6909	6909	7000	24	67	91	0	0
47	0	7029	7029	7134	90	15	105	0	0
49	0	7345	7346	7390	16	18	45	11	1
48	0	7163	7163	7489	183	129	326	14	0
50	0	7685	7685	7739	49	5	54	0	0
0	0	0	0	7739	3013	0	7739	4726	0
