id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	75	48	27	75	0	0
3	0	398	399	624	123	83	226	20	1
4	0	773	773	1354	210	230	581	141	0
5	0	1043	1079	1370	138	61	327	128	36
6	0	1087	1186	1454	36	92	367	239	99
2	0	297	297	1481	344	596	1184	244	0
9	0	1622	1622	1727	81	9	105	15	0
10	0	1702	1775	1851	44	27	149	78	73
12	0	2034	2055	2096	24	17	62	21	21
7	0	1138	1192	2252	185	517	1114	412	54
13	0	2134	2175	2793	157	174	659	328	41
8	0	1435	1454	2925	392	487	1490	611	19
22	0	3005	3096	3142	46	0	137	91	91
23	0	3107	3218	3582	109	41	475	325	111
14	0	2150	2190	3646	194	244	1496	1058	40
15	0	2220	2233	3766	158	197	1546	1191	13
17	0	2369	2529	4005	111	263	1636	1262	160
19	0	2655	2793	4008	126	116	1353	1111	138
30	0	3906	4008	4015	7	0	109	102	102
33	0	3957	4086	4100	14	0	143	129	129
29	0	3844	3950	4412	38	101	568	429	106
25	0	3193	3409	4667	117	272	1474	1085	216
28	0	3748	3874	4681	43	112	933	778	126
36	0	4438	4773	4874	101	0	436	335	335
21	0	2892	3065	4948	138	218	2056	1700	173
43	0	4737	5139	5186	47	0	449	402	402
47	0	5088	5453	5463	10	0	375	365	365
42	0	4734	5081	5509	87	21	775	667	347
24	0	3150	3365	5598	138	283	2448	2027	215
20	0	2770	2958	5778	179	312	3008	2517	188
37	0	4463	4874	6402	76	96	1939	1767	411
49	0	5738	6049	6640	50	42	902	810	311
32	0	3948	4059	6752	172	188	2804	2444	111
34	0	3978	4117	6794	208	168	2816	2440	139
35	0	4361	4681	7200	195	250	2839	2394	320
41	0	4675	5012	7413	121	157	2738	2460	337
11	0	1833	1851	7882	504	708	6049	4837	18
46	0	5000	5307	8055	154	53	3055	2848	307
39	0	4588	4977	8086	153	114	3498	3231	389
31	0	3942	4058	8336	317	472	4394	3605	116
45	0	4837	5202	8430	178	95	3593	3320	365
27	0	3433	3674	8444	438	299	5011	4274	241
16	0	2301	2311	8544	412	818	6243	5013	10
48	0	5639	5920	8582	222	86	2943	2635	281
38	0	4569	4963	8717	170	214	4148	3764	394
26	0	3225	3453	8978	365	443	5753	4945	228
40	0	4599	4978	9234	250	708	4635	3677	379
18	0	2389	2539	9307	449	954	6918	5515	150
50	0	6018	6528	9754	525	622	3736	2589	510
0	0	0	0	10006	826	0	10006	9180	0
